review,label,movie,group
"This was the first ""Walking Tall"" movie I saw, I think in a $2 movie theater along Hollywood Blvd. , so I didn't have any reference to the first installment done by Joe Don Baker. I remember being shocked at the corrupted system of McNairy County and the brutality of the ""redneck gangs"". I was also amazed at the fact that one man decided he's not going to let it slide, and went out to do something about it. Courageous ? I thought so - to a point where it sent shivers up my spine. I think this movie is a great story about American courage to stand up and do something about a system that's only serving its own interest. I was pretty blown away about it, and think this is still one of the best movie of the hero/anti-hero genre, which one might laugh but includes recent movies like the ""The Punisher"", but even more so because it's a true story. The recent remake starring the ""Rock"" just doesn't do any justice to the real fire in the story of Buford Pusser. A ""classic"" that I'm sure will resurface again in the future.",1,Part 2: Walking Tall (1975),F
"As a long time Red Sox fan, I just had to go see the movie. It was great! While there can never be enough live footage from the miracle 2004 Red Sox season, there were great shots of some of my favorite Red Sox players. While the movie is certainly a chick flick, it has enough baseball footage from the amazing 2004 Red Sox comeback to make it one of my top 10 movies of all time. I especially enjoyed the Red Sox fans that were part of Ben's baseball family. The scene where Ben is meeting with his buddies on draft day to determine who will get seats to certain games is hilarious! A must see if you are looking for a wholesome movie to watch with your spouse, date, or significant other...especially if you are a baseball fan...and even more especially if you are Red Sox fan!!!",1,Fever Pitch (2005),F
""" Så som i himmelen "" .. as above so below.. that very special point where Divine and Human meet. I ADORE this film ! A gem. YES amazing grace ! I was so deeply moved by its very HUMAN quality. I laughed and cried through a whole register , indeed several octaves of emotions. Mikael Nyqvist ís BRILLIANT as Daniel , a first rate passionate performance, charismatic and powerful. His inner light and exceptional talent shines through in every scene, every interaction ,in every meeting. I was totally mesmerised, enchanted and caught up the story, which is our collective story, the story of life itself. The film was also so inclusive of many archetypes, messiah, wounded child ,magical child, artist, teacher, priest, abuser, abused, victim, bully, divine fool - ALL the characters so real and true to life - all awakened great fondness and compassion in me. It is a real treat to see such a thought provoking yet thoroughly enjoyable, entertaining film. Oh ..mustn't forget the heavenly choir of angels and breathtakingly beautiful sound. THANK YOU ALL - This Swedish film will surely captivate people world-wide. BRILLIANT !",1,As It Is in Heaven (2004),F
"Now I know why this movie can be bought for so cheap at the video stores. I was curious since it had three big-name stars yet was among the 'B' movies that the video apparently can't even give away! The answer is, it is a film that would attract a very limited audience: an over-50 crowd with very Liberal sensibilities. Who else who watch Robert Redford, Willem Dafoe and Helen Mirren give, essentially, a basic message that ""cheating on your wife is okay so long as you still love her."" That's the nice ""feel-good message"" here, particularly at the end at the end of this strange kidnapping story. Who wrote this script.....Bill Clinton? I say ""strange"" because the kidnapper is the nicest kidnapper (Dafoe) you've ever seen, except at the end. He unties his hostage (Redford) frequently, which no kidnapper would risk, has casual conversations about family matters, etc. It's all ludicrous! Well, the L.A. Times says it's ""an intelligent thriller."" Ha ha. Well, that confirms what most people know of the L.A. Times. For those of you who believe that, and haven't seen it, I won't spoil it with more of the gigantic holes in this story, particularly at the end. The fact is, it's an insult to anyone with intelligence. Anyway, you can't fool all the people all the time, as critics have yet to figure out. Here is another film they touted that justifiably bombed at the box office and video store.",0,IMDb tt0383993,F
"I watched this film with my family over a long Thanksgiving holiday weekend. I am thankful that someone insisted that we watch it, though I didn't pay much attention until the end of the film when a head shearing seems promised, but, alas, doesn't happen. On the other hand, I watched this movie some years later and loved its liveliness, absurdity, sparkle, and just plain fun. I think that the film has a female tone. Women are not exploited in it even though I am sure that someone might think that the movie is pure exploitation. I think the movie plays with tropes of the period. I keep thinking someone ought to remake it. And flesh out some of the implications in the original.",1,H.O.T.S. (1979),F
"A haunting piece that the discerning horror film fan will fall upon with gratitude. Keep your Freddys and your Jasons -- this film is in the same company as ""The Haunting"" (the original). Lyrical and truthful, it stays with you long into the night, much like those terrifying CBS Radio Mystery Theatre shows. A smart rent.",1,Wendigo (2001),F
"First of all this was not a three hour movie - Two hours, ten minutes... last time i checked commercials aren't actually part of a movie! Perhaps, though, it should've been a two parter for a total of about 3 hours? Yeah, would have gotten more in, been able to explore some more emotion. Overall, though, it was an interesting look into the lives of Lucy and Desi. I watch I Love Lucy from time to time and love it but never have I read or seen a biography, never knew anything about their lives off the screen. Because of this movie I do now but I'm not so sure that's a good thing. Everything here no one really needed to know. This was essentially a movie that didn't need to be made. But it was made and the reason is because Lucy & Desi are still such huge stars and certain people in American society feel that the rest of society needs to know ALL about our tv and movie stars. That is definitely so not true and very, very sad. Anyway, what was shown here in Lucy was pretty good. Two complaints - the actress who played Viv Vance - not great casting at all. And the switch from Madeline Zima to Rachel York.... uhhh, like Lucy had plastic surgery and all of a sudden she's a whole new person!? That wasn't too great. But the story went on and focused on the rocky relationship between Lucy & Desi. No, the kids were not shown very much at all and that wasn't necessarily a drawback to this movie because like I said, this focused mainly just on Lucy & Desi. Had there been more time, had the story been more about Lucy's entire life, then maybe the kids woulda been there more. But they weren't so we got to see the likes of Gable & Lombard, Red Skelton and Buster Keaton very briefly instead. Wow, that was one thing about this story that I thought was really cool: his presence and influence in Lucy's life. Really neat and it's too bad that wasn't explored more. Oh well. What was explored was done well, for the most part. Honestly, I don't think I'll ever watch this again and I don't think this movie'll be that memorable. For someone who digs I Love Lucy but isn't an enormous Lucille Ball fan, this should be an interesting watch. My grade for this: B",1,IMDb tt0363018,F
"I love Westerns. I could watch them all day. ""The Good, the Bad, and the Ugly"" is my all time favorite. I watched ""Silverado"" for probably the 8th time just the other day because it was being featured on CMT. However, this movie, Shiloh Falls is without a doubt the worst Western I have ever watched. The acting was terrible all around. They explain nothing at the end of the mysterious compass looking thing. The only good part I can think of is the good-looking cantina girl. The very noticeable long pauses between the dialog seemed intentional just to make up time to make the movie of acceptable length. This movie wasn't even worth the new rental fee I paid at our local movie rental store. I felt like I was robbed and deserving of a rental refund if there was such a thing. Only reason I finished it was because I hate to not see a movie through to the end. I turned it off half way through because it was so bad. To the director, please do a better job if you decide to make another. This is the kind of movie that has the potential to turn people off to Westerns.",0,Shiloh Falls (2007),F
"Like the great classic Bugs Bunny cartoons, this movie has humor at different levels. I just introduced this to my 10 year old daughter and 11 year old son. Both enjoyed the movie - busting out laughing quite a few times... and my daughter is not much of a sci-fi fan. The movie kept me laughing despite having seen a few times... the adult-level humor (that is, humor that adults will get simply because of greater life experiences, no baudy or R-rated stuff to be found here) keeps the movie equally enjoyable for adults. For example of the adult level humor, the Martian voices are based on characters of different movies/actors. The Martian pilot, Blaznee, has the voice and mannerisms of Jack Nicholson; the scientist, that of Peter Seller's Dr. Strangelove. The special effects are surprisingly good for this film. The lack of top 10 actors actually works in the movie's favor, and the actors/actresses play their part well - in fact I would say the producers picked out actors and their skills for the roles' needs over box-office draw power (an excellent example is Wayne Alexander's ""Vern"" character). I had to write this review... the kids are playing this for the 3rd time in 4 days over dinner right now. Good for a rainy day or a late night weekend there's-nothing-on-and-I'm-bored movie.",1,Spaced Invaders (1990),F
"I have to admit that when I first heard about the Apocalypse film it was a worry. I mean, they have a lot to live up to, don't they? When they first did a stage show they won the Perrier award and when they did radio they won a Sony award. When they ventured onto our telly's they won a Bafta award, a Royal Television Society Award and the Golden Rose of Montreux. When the first series aired in January 1999 it was mind-blowing! A real breath of fresh air in British Comedy, and when the second series aired a year later it built on that foundation and sealed the shows cult status around the world, our web stats show that we have received visitors from every single country on the planet! The 'Local show for Local People' showcased the Gents talent for live performance and opened doors for the gents to do more live performing such as 'Art' in the west end. The fans favourite has always been the Christmas Special, less of a sketch show and more a tribute to classic horror films yet still wrapped up in the delicious League style. And then of course there was the 'difficult' third series, still a hit with the loyal hardcore fans of course, but maybe a little bit ahead of its time for a mainstream TV audience. As I say, a lot to live up to. So now we have the film and...Well a film is different isn't it? It will be seen by much larger numbers than the radio or TV shows and with the third series in mind I was worried. Well as you know I was lucky enough to get to see the film yesterday at a press screening in London and all my doubts were blown away (literally) in the first few minutes! I am not going to give plot lines away as some reviewers have done, nor am I going to tell you the catch phrases (although there is really only one) but I will try to tell you what they have managed to achieve with this film! Leaving the cinema on Monday night I could only imagine writing 'Oh my god, it's brilliant, its amazing, its the best thing they have ever done, better than the first, second and specials all rolled into one!' Of course I owe my visitors a much better explanation than that! So, why is it brilliant? This is a film for everyone, the casual fan, the obsessive fan the occasional fan and even for someone who is sat in the wrong cinema! You don't have to have watched the series to enjoy this film; it works on so many levels. This film reminded me why I am a League of Gentlemen Fan! You can tell that filming was a true labour of love too; the attention to detail is incredible. The sets for the TV show were always detailed but I am going to have to watch the film again just to look at the background! The story moves at a swift pace, the action carrying us from Royston Vasey to the real world where we meet the 'Creators' who are of course the League themselves! Along the way we manage to bump into favourite characters from the show but always within the central story unlike the TV sketch show. I was glad that the film was dark in places, a little scary and a little strange...only fitting for The League of Gentlemen. The Gents also managed to get their revenge on the BBC censors, not as much slipping in the word 'Mongoloid' as screaming it from the roof tops! Some may think the Gents portrayal of themselves a little indulgent but that's the joke and with that comes my only worry, the in jokes I mention below may puzzle some viewers and they might come over a little too clever...but I shouldn't worry, there is always a poo joke waiting just around the corner and speaking of jokes, they come thick and fast, and in a mixture of clever references, wig jokes, bum jokes, visual jokes and cock gags! I haven't laughed out loud in a cinema since...well, I can't remember! The fans that have been 'with' the League since the beginning are rewarded with loads of 'in' jokes, some that work on two levels, a mainstream audience may laugh at a reference to a compact disc for one reason whilst fans of the Local show will laugh for another reason altogether! The cameos are genius! Peter Kay and Simon Pegg form the strangest double act you have ever seen, Simon getting one of the films biggest laughs just by making a noise! I was a little worried about the 1690's aspect of the film when I first heard about it but as a story within a story I was just getting into it when...but that would be telling! All I need to say is that it fits wonderfully and adds to the overall feel of the film! I am not a professional reviewer of films, so I am finding it difficult to put into words how much I enjoyed this film but for now I will just say that if the supposed benchmark for British Comedy films in recent years was the excellent 'Shaun of the Dead' then I am sorry but a new benchmark has just been set by the inventive, hilarious and sometimes a little scary...The League of Gentlemen's Apocalypse. Jason Kenny 2005",1,The League of Gentlemen's Apocalypse (2005),F
"This film is a variation of a theme we've all seen over and over again - the Posiedan adventure in Space. The characters are all stock characters - feisty heroine, Judas, coward, etc. etc. The only question really is who's next to snuff it. Sometimes this tried and tested formula works - like in this case - but more often not - like the truly mind-numbing ""Red Planet."" So why does this one work? Because it's stylish. The acting is above average. And above all it isn't predictable. The conclusion isn't sign-posted. I really had no idea how it would all end and was surprised at how it did end. That alone deserves top marks in my book. It's an intriguing and entertaining movie. And though it was never likely to change the face of cinema as we know it, it doesn't disappoint.",1,IMDb tt0160668,F
"This movie starts presenting a somehow original idea but became a great frustration later on. What is the deal of having an original start if the rest of the movie did little to avoid a clichéd plot? The movie itself is very unbelievable. I would like to know how exactly someone enters a clinic, gets a nurse outfit, kills a doctor, takes out a patient in her bed, puts into his Chevy pickup and leaves? I guess no one could answer this question, so they just jumped to the other scene hiding these little details. The performances are just plain bad. The villain is just another ""annoying crazy antagonist"", no deepness, totally linear character. After 20 minutes of film, most scenes are unbelievable, seemed like they were put there just for the sake of the 90 minutes since they were totally unneeded. A doctor see a woman clearly under strong medication, is denied to examine her, gets kicked out of the house and simply leaves quiet? The ending scene made me burst into laugher, only Mickey Mouse could make it more out of reality. I'm giving it 2 out of 10 for the first lets say 10 minutes of movie.",0,Hide and Seek (2000),F
"The 1967 In Cold Blood was perhaps more like ""the real thing"" (Think about it: would we really want to see the real thing?), but it was black and white in a color world, and a lot of people didn't even know what it was, and there was an opportunity to remake it for television. Plus, if you remake it, you can show some stuff not shown in the original. The book In Cold Blood by Truman Capote was the first ""nonfiction novel"". Truman's book was in fact not 100% true to the real story. I thought the Canadian location sufficed for Kansas pretty much for a TV movie. Look for the elements of sex, drugs and rock 'n' roll: Dick's womanizing, Perry being an aspirin junkie, Perry playing blues guitar.",1,In Cold Blood (1996),F
"This film is not morbid, nor is it depressing. It -is- sad, because AIDS in the early '90s -was- sad. But its real message is one of love and perseverance. Mark and Tom were in a long-term, loving relationship. Their devotion to each other is evident right away, and as the ravages of AIDS escalate and become the focal point of their lives, you see strength and commitment that are truly heartwarming. When ""Silverlake Life"" was originally released, I was deeply involved in HIV/AIDS education and health care, volunteering as a counselor at an HIV/AIDS clinic. The film spoke to me like no other AIDS film of its day could, because Mark and Tom were real people, living the very experiences that I saw on a daily basis in real life. I knew from firsthand experience what it was like to watch AIDS eat away at formerly vibrant, young, healthy people; seeing it happen to Mark and Tom in the film was very much like watching my real-life friends deteriorate. It touched me in a way that, even all these years later, still affects me.",1,Silverlake Life: The View from Here (1993),F
"When people think of downtown Chicago they think of Walter Payton, Ditka and ""Da Bears"", Ryne Sandberg, The White Sox breaking the curse in 2005 or the immortal Michael Jordan and his six championships (and Finals MVP's) with the Chicago Bulls. Rarely in this generation do people think of the struggling side of Chicago, the ghettos, the drug infested streets and life in the urban housing projects during the 1970's. One of television's most formidable shows ever and a groundbreaking sitcom was ""Good Times"", which I remember vaguely as a small child on CBS, and I enjoy regularly now on TV Land. ""Good Times"" was another Norman Lear classic, the producer that gave us ""The Jeffersons"", the best African American sitcom of all time and ""All in the Family"" the greatest show of all time. ""Good Times"" brought out the hardships of the ghetto and the urban housing projects, and did so with charm, well written and thoughtful plots, and some wonderful acting especially by the matriarch and patriarch of this struggling ghetto family played by Esther Rolle and John Amos. The children in the supporting cast were also pretty good especially the ever popular Janet Jackson in her early years and Ralph Carter as Florida and James Evans youngest son whose character at a young age realizes that life is unfair, and he has to learn to stand on his own two feet. The eldest of the children J.J. played by Jimmy Walker is somewhat out of place on this show and is there mainly for comic relief. His emotional age is about 11 or 12 even though he looks like a guy in his early twenties. J.J. gets annoying, and it is a credit to the often nasty James Evans (Amos) that he never tells J.J. to get his own life, get a job and get out of the house. J.J. is an aspiring painter but unlike his younger brother is never serious about getting a college degree, or more important to the family getting a job to help support a household that is just above welfare status. Two classic episodes of Good Times was the one where the Janet Jackson character is running a fever of 104, and Florida Evans is desperately seeking good medical help for her can't afford anything but a clinic doctor who is very professional yet doesn't want to give a family from the projects any more attention than she legally has to. The other episode is the one where James Evans can't afford the rent a paltry low $104 a month. The Evans are about to get the largest of family setbacks, being thrown out of the projects with no where to go. Florida Evans goes downtown to the board of social services to try to get either a loan or a grant to help her family. But the government doesn't consider her family poor because they have over $4,200 in assets for a family of five which is unfairly but unfortunately legally over the poverty line. James and the kids want to hustle for the money, but Florida is a person of great moral character and doesn't want to do anything dishonest no matter how dire their predicament is. In the end the family does find a solution to keep their heads above water. ""Good Times"" a classic show from the 1970's is about keeping you're head above water in a cruel world. James and Florida Evans both work hard in menial jobs to try to bring their children up right and avoid the social stigma of welfare. I was too young to understand the message of the sitcom as a toddler in the 70s in its first airing on CBS, but I really enjoy the reruns on TV Land in 2006. ""Good Times"" is one of the classic sitcoms from back in the day.",1,Good Times (1974),F
"It is not often I watch a film that is as dreadful as this one. I continued to watch, every minute hoping that this was intended as a joke only to find it was meant to be taken seriously. Well, as seriously as this genre requests. The acting was disgraceful and the situations horribly contrived and clichéd. If a film was made in 1920 (for example) and had the quality of Hide & Seek (Cord) in its direction we would think that cinema back then was naive. As it happens, this film was made in 2000 and I have yet to see a film from the silent era that has as little charm as this one. Definitely not for the serious movie-goer. [Not worth a rating]",0,Hide and Seek (2000),F
"Preminger's adaptation of G. B. Shaw's ''Saint Joan''(screenplay by Graham Greene) received one of the worst critical reactions in it's day. It was vilified by the pseudo-elite, the purists and the audiences was unresponsive to a film that lacked the piety and glamour expected of a historical pageant. As in ''Peeping Tom'', the reaction was malicious and unjustified. Preminger's adaptation of Shaw's intellectual exploration of the effects and actions surrounding Joan of Arc(her actual name in her own language is Jeanne d'Arc but this film is in English) is totally faithful to the spirit of the original play, not only on the literal emotional level but formally too. His film is a Brechtian examination of the functioning of institutions, the division within and without of various factions all wanting to seize power. As such we are not allowed to identify on an emotional level with any of the characters, including Joan herself. As played by Jean Seberg(whose subsequent life offers a eerie parallel to her role here), she is presented as an innocent, a figure of purity whose very actions and presence reveals the corruption and emptiness in everyone. As such Seberg plays her as both Saint and Madwoman. Her own lack of experience as an actress when she made this film(which does show up in spots) conveys the freshness and youth of Jeanne revealing both the fact that Jeanne la Pucelle is a humble illiterate peasant girl who strode out to protect her village and her natural intelligence. By no means did she deserve the harsh criticism that she got on the film's first release, it's a performance far beyond the ken and call of any first-time actress with no prior acting experience. Shaw and Preminger took a secular view towards Joan seeing her as a medieval era feminist, not content with being a rustic daughter who's fate is to be married away or a whore picked up by soldiers to and away from battlefields. Her faith, her voices, her visions which she intermingles with words such as ""imagination"" and ""common sense"" leads her to wear the armour of her fellow soldiers to lead them to battle to chase the invading Englishman out of France. And yet it can be said that the film is more interested in the court of the Dauphin(Richard Widmark), the office of the clergy who try Joan led by Pierre Cauchon(Anton Walbrook, impeccably cast) and the actions of the Earl of Warwick(John Gielgud) then in Joan herself. The superb ensemble cast(all male) portray figures of scheming, Machievellian(although the story precedes Niccolo) opportunists who treat religion as a childish toy to be used and manipulated for their own ends. The sharp sardonic dialogue gives the actors great fun to let loose. John Gielgud as the eminently rational Earl whose intelligence,(albeit accompanied by corruption), allows him to calculate the precise manner in which he can ensure Joan gets burnt at the stake and Anton Walbrook's Pierre Cauchon brings a three dimensional portrait to this intelligent theologian who will give Joan the fair trial that will certainly find her guilty. Richard Widmark as the Dauphin is a real revelation. As against-type a casting choice you'll ever find, Widmark portrays the weak future ruler of France in a frenzied, comic caricature that's as close as this film comes to comic relief. A comic performance that feels like an imitation of Jerry Lewis far more than an impetuous future ruler of France. Preminger shot ''Saint Joan'' in black and white, the cinematographer is Georges Perinal who worked with Rene Clair and who did ''The Life and Death of Colonel Blimp'' in colour. It's perfectly restrained to emphasize the rational intellectual atmosphere for this film. Preminger's preference for tracking shots of long uninterrupted takes is key to the effectiveness of the film, there's no sense of a wasted movement anywhere in his mise-en-scene. It also marks the direction of Preminger's most mature(and most neglected period) his focus is on the conflict between individuals and the institutions in which they work, how the institution function and how the individual acts as per his principles. These themes get their most direct treatment in his film and as always he keeps things unpredictable and finds no black and white answers. This is one of his very best and most effective films.",1,Saint Joan (1957),F
"I don't mind some adult humor, but this feature was just downright dirty. The first 10 minutes consisted of Pryor swearing at some guy taking pictures, followed my even more profanities. I don't know what happened between that time the the last 5 minutes because I walked out. After seeing this I never looked at Richard Pryor the same way again. And to think that he actually went on to host a childrens' show. If profanity and tasteless, unfunny dirty jokes make you laugh, then you'll probably enjoy this. But if you're an ""old-fashioned"" type, then don't bother.",0,IMDb tt0284692,F
"It started out with an interesting premise. I always like Civil War stuff and ancient secret societies. The more the film progressed, the more I realized that this was a B movie at best. In the latter half, it quickly became a C movie, then D, then F, then ""I wish that this wasn't a rental so that I could put it in the microwave!"" I can't say that the acting in all cases was awful, just most. The writing, however... I never read the book. Maybe the book is well written. The screenplay was written by a 10 year old. It was ridiculously shallow, the dialog drab and uninteresting, the characters about as interesting as a 5 pound bag of fertilizer. I really hated this movie, as did my wife. I am a Christian and I have no problem with movies that promote or support Christianity. This movie did a great disservice to the cause. Awful, terrible, worthless. If you liked it, I strongly recommend Superman 4.",0,The List (2007),F
"I was struck by the awful acting and script for this movie. All the characters seem rendered immobile by personal issues - rather like deer in headlights. They dither around whining and moaning about their emotions when decisive actions need to be taken. I found myself yelling at the TV screen trying to wake them up to their situation and DO SOMETHING! The plot line is implausible. Every time there is a key decision to be taken by a lead character, one of the other characters has to bring up all the problems with the obvious decision as though to further render the decision more difficult - it is a tried melodramatic ploy and just wants to make you groan. Clearly the import of the decision is obvious - you don't need to treat the audience as idiots. Overall - there is just too much emotional melodrama in the whole movie.",0,Flood (2007),F
"I recall seeing this movie as a kid. I don't recall where I saw it. I must have been around 14 years old. I thought the movie was incredible and wished to see it again. It came on the Kung Fu channel once, but I missed it. I was really bummed. It is the best special-effects Kung Fu movie that I've seen to date! I highly recommend it, and now that I've discovered where to get it, I can enjoy it once more and for years to come. I also have to check out this Return of the Venom movie of which some have spoken so highly.",1,Five Deadly Venoms (1978),F
"- The Best Bit : When the dull mobster (Nicholas Turturro) calls out to the runaway (Matthew Modine) ""Shane !.. Come Back Shane !"" and when the older wise guy asks him ""What Are You Doing ?!"" he replays simply ""Enjoying My Time !"" Actually like me at the moment ! - The Most Creepy Part : I've been wondering all the time of watching : where did I see that girl before ? where ? where ? Till I found out while the closing credits.. OHH MY GOD ! She's (Elizabeth Berkley) .. From the showgirls' fiasco ! But I just couldn't recognize her with her clothes on ! To tell you the truth I felt a brief tremor. She's really cute and nice but maybe Hollywood had no mercy at all ! - The Most Sexy Bit : When (Berkley) says ""Do You Mean The Stuff Which Gives You A Boner ?!"". - The Most Dull Thing : The retarded assistant after a day and a night in the back of the car is still alive and healthy at the end !!??, moreover the Mexican smuggler took 3 bullets (at the same car !) and he's not dead either !!?? - The Most Ugly Thing : All of those murdered people, as well as the numerous (F) ward to a boring extent ! - The Most Beautiful Thing : The crazy clever script with all the funny characters and the tumultuous situations, the acting looked sweet also especially from (Paul Rodriguez) who stole the show for (as he had the best dialogue Also !). - The Most Disappointing Thing : Although the direction didn't mess about the story's wittiness at all but in the same time it didn't give it a unique touch, a matchless signature, some kind of insane hilarity like the one in the story itself. However maybe the low production wronged it well ! And of course the easy tasteless music which could be like that because of cheap production too ! - The Most Confusing Part : (Matthew Modine) is a talented guy but what did he do exactly to be out of Hollywood's ""A"" list of stars ?! What could possibly be the thing he made (or didn't make !) to end up in light independent jest like (The Shipment) ?!! - The Most Absent Scene : Where did (Jose) the Mexican smuggler go at last ?! I thought that we'll see him again at the end, smuggling once more as the surviving little criminal who, in a brief gimmick like this, could materialize the continuous disorder of such a world. - The Most Question I had After The End : When we'll see (The Shipment - 2) ? As I'm so eager to see that fine small comic hurly-burly atmosphere again ! These were my own answers. If you interested in giving answers of your own for this questionnaire, please E-Mail me.",1,The Shipment (2001),F
"A not bad but also not so great heist film. Kirk Douglas is a recently released from prison safe-cracker who, after turning down an offer from the Mob, decides to pull the job himself. He recruits circus gymnast Giuliano Gemma. Mayhem ensues. Douglas and Gemma soon find themselves pursued by mafia goon Romano Puppo as well as entangled in a really goofy love triangle with Douglas's infinitely patient girlfriend (Florinda Bolkan). Director Michele Lupo keeps the pace moving quickly and there's at least one excellent and creative car chase sequence involving Puppo & Gemma. Though an Italian production, most of the filming appears to have been done in Germany. Douglas is fine, not just slumming it in an Giallo quickie. The striking Bolkan gives a terrific performance. The music is by Ennio Morricone and the cinematography is by the great Tonino Delli Colli, who managed to work with everyone in Italy (from Wertmuller and Fellini to Pasolini and Leone).",0,The Master Touch (1972),F
"Honestly, I don't really understand why there has been so much controversy about this show. It embraces the elements of the original, while expanding on them. The storytelling has been updated and, while some of the episodes seem to be a bit ""Fast"", that is a good thing. Christopher Eccleston is perfect in the role. Easily as good as Tom Baker. Rose is one of the best companions, on par with Sarah Jane Smith or Leela. I like the concept that the timelords have been destroyed - No more politicking with the Doctor acting as president emeritus. And it adds something to the character to be the only one left. The SFX are outstanding - especially in comparison to the original. Take it from me (And I was a huge Dr Who geek - I actually took notes while watching the show all the way from Dr Number 1 to Dr Number 8. I tossed the horrible movie out of cannon, personally) this is the best sci fi show on TV right now, possibly ever. Watch it and buy the DVD.",1,Doctor Who (2005),F
"Radio will have you laughing, crying, feeling. This story based on a true story is the perfect movie for a couple to view. There's enough for both. cuba Gooding Jr.portrays the title character to perfection. His performance is worthy of an academy award nomination.The compassion of the movie is obvious. The movie evokes many emotions. I sincerely enjoyed this film.",1,Radio (2003),F
"Gee, what a heck of a movie!... I said I wanted to become a specialist in bad movies from all decades, so I decided to start by this one. It was a pretty adequate choice. I entered this adventure to find some lost gems and uncomprehended masterpieces, but I didn't see anything of the sort in this pastel-coloured mess. I haven't really watched many bad films before, but I've got the feeling this is what's called ""so bad that's good"", probably because it is so unintentionally damn funny! First of all, there are the inaccuracies. There are plot-related inaccuracies, physical inaccuracies, and also psychological inaccuracies. The latter in particular are as insane as Van Damme's ass cheeks inside that blue spandex. Extremely tacky lines exist too and I won't even start to talk about some of the hilarious action moves. There isn't exactly bad acting from everyone involved in that hot mess of a movie, except in one particular case. Geoffrey Lewis looks completely pathetic as Frank, which is an utterly stupid character. And, to tell the truth, I was actually very surprised to see that Van Damme did a decent job playing the twins. He succeeded in achieving a different tone and mood in the two roles that was convincing to me. But the movie was mostly very bad and the sad part is that it was produced by a major motion picture studio... which is now bankrupt.",0,Double Impact (1991),F
"How can there be that many corrupt cops without any one of them slipping up? With enough cops to run a mini-war that include such weapons as flamethrowers, you would think they would have been caught before someone writing for a weekly coupon newspaper overheard someone saying 'thanks' to a corrupt cop. You will never get your 90ish minutes back. Life is too precious to rent this movie. I feel bad for the big named actors that made the mistake of making this movie. If you like Justin Timberlake, feel free to rent this movie. He does have a very major part in it, so fans might enjoy seeing him. However, I believe most of his fans are young girls, who may be turned off by the violence in this movie.",0,Edison (2005),F
"This is a polarising film. People either love it or despise it, it seems. Me, I despise it. The film comes from the same context as Lindsay Anderson's Oh Lucky Man, but while that is a masterpiece, this is just horrible. Both films take Kafka's unfinished novel - America, for their inspiration and general ideal. America is a surreal story of a youth's travels through the country. Kafka uses the this character as a pure observer, one who does not change over the course of the journey (although the book is about 300 pages and still seems only a quarter finished, so we'll never know). Allowing Kafka to concentrate and comment on the absurd/surreal situations and surroundings. Oh Lucky Man follows this same template to show Britain through the eyes of Malcolm McDowell and Weekend does the same for France. Both films are also hugely Brechtian, using various tricks and techniques to point up the fact that this is NOT REAL, this is confabulation etc. But the difference comes where Oh Lucky Man uses the constructed film to convey the absurdity of life and the class system, Weekend uses the constructed film to bludgeon us to death with ideological polemic. Because Godard goes further than Anderson in his Brechtian principles, we end up with two principle characters in which we have no investment, at all. We're forced to spend 90 minutes with them, yet we couldn't care less about them. Deliberately so. But in doing this, Godard leaves us with a film that is entirely about his own message, which, in the first half of the film is provided through relentless and overbearing symbolism, and in the second half through a series of long speeches directed to camera. Combined with unpleasant and unnecessary scenes such as the really horrible pig slaying, far worse than any of the off camera violence of the car crashes. The end result is like listening to a student political apparatchik droning on and on and on about his views whilst repeatedly kicking you in the head so that you get the message. The problem with Brecht is, if you alienate the audience too much, then you've alienated them from what you are trying to convey. Which always seemed self evident to me. The parts that really stick in the craw for this movie though, is the contrast between the extremely sexually explicit verbal description of the threesome at the start and the off-screen comical rape in the middle, which, even if it could be viewed as allegorical, completely destroys the film's faith in itself and it's characters, what little of it existed in the first place. It's so French with a capital F, it hurts. Watch Oh Lucky Man instead. That is a work of genius. Weekend is a work of pretension. Two stars, and only for the traffic jam scene and the piano scene, which are just hints at genius, although they actually make the end result more frustrating and unsatisfying as without them, this is a bad film by the worst most pretentious director in the world, with them, well it's obvious that this is a damn good technical director making the most intellectually pretentious film in the world. Somehow that's far worse.",0,Weekend (1967),F
"An excellent ""sleeper"" of a movie about the search for Carlos the international assassin. Am surprised this film didn't rake in $100-million-plus because it's much better than most films that do so. Rent it NOW.",1,The Assignment (1997),F
I was so looking forward to seeing this when it was in production.But it turned out to be the the biggest let down. A far cry from the whimsical world of Dr Seuss. It was vulgar and distasteful I don't think Dr Seuss would have approved.How the Grinch stole Christmas was much better. I understand it had some subtle adult jokes in it but my children have yet to catch on. Whereas The Cat in the Hat screamed vulgarity they caught a lot more than I would have liked.Growing up with Dr Seuss It really bothered me to see how this timeless classic got trashed on the big screen .Lets see what they do with Horton hears a who.I hope this one does Dr Seuss some justice.,0,IMDb tt0312639,F
